Total,Taxa,Exporter Country,YEAR,Modeled Data
289,Astropecten polyacanthus,Indonesia,2008,0
31,Astrophyton muricatum,Indonesia,2008,0
1066,Astropyga radiata,Indonesia,2008,0
48,Aulostomus maculatus,Indonesia,2008,0
172,Axiopsis serratifrons,Indonesia,2008,0
63,Bartholomea annulata,Indonesia,2008,0
36,Bispira brunnea,Indonesia,2008,0
6989,Bispira guinensis,Indonesia,2008,0
623,Bispira tricyclia,Indonesia,2008,0
742,Bornella calcarata,Indonesia,2008,0
86,Briareum stechei,Indonesia,2008,0
76,Bursatella leachii,Indonesia,2008,0
26,Caesio lunaris,Indonesia,2008,0
207,Caesio xanthonota,Indonesia,2008,0
15434,Calcinus argus,Indonesia,2008,0
110,Calcinus californiensis,Indonesia,2008,0
87273,Calcinus elegans,Indonesia,2008,0
2113,Calcinus laevimanus,Indonesia,2008,0
625,Callistoctopus macropus,Indonesia,2008,0
681,Camposcia retusa,Indonesia,2008,0
68,Canarium urceus,Indonesia,2008,0
325,Canarium urceus urceus,Indonesia,2008,0
33,Canthigaster bennetti,Indonesia,2008,0
183,Carotalcyon sagamianum,Indonesia,2008,0
29,Cassiopea ornata,Indonesia,2008,0
656,Cavernularia obesa,Indonesia,2008,0
393,Celerina heffernani,Indonesia,2008,0
173,Cellana eucosmia,Indonesia,2008,0
449,Centropyge aurantonotus,Indonesia,2008,0
960,Centrostephanus coronatus,Indonesia,2008,0
70,Cephalopholis aurantia,Indonesia,2008,0
166,Cephalopholis spiloparaea,Indonesia,2008,0
1832,Cerianthus membranaceus,Indonesia,2008,0
579,Cerianthus orientalis,Indonesia,2008,0
24,Chaetodon auripes,Indonesia,2008,0
12,Chaetodon semilarvatus,Indonesia,2008,0
11,Cheilinus abudjubbe,Indonesia,2008,0
67,Cheilinus trilobatus,Indonesia,2008,0
671,Chelidonura varians,Indonesia,2008,0
60,Chiloscyllium arabicum,Indonesia,2008,0
50,Chironex fleckeri,Indonesia,2008,0
24,Chlorurus perspicillatus,Indonesia,2008,0
17,Chlorurus sordidus,Indonesia,2008,0
24,Choriaster granulatus,Indonesia,2008,0
72,Chromis amboinensis,Indonesia,2008,0
250,Chromodoris elisabethina,Indonesia,2008,0
133,Chromodoris lochi,Indonesia,2008,0
38,Chromodoris quadricolor,Indonesia,2008,0
40,Chrysiptera rapanui,Indonesia,2008,0
15,Cinetorhynchus hiatti,Indonesia,2008,0
20,Cirrhilabrus condei,Indonesia,2008,0
62,Cirrhilabrus lunatus,Indonesia,2008,0
204,Cirrhilabrus pylei,Indonesia,2008,0
35,Clathria (Thalysias) vulpina,Indonesia,2008,0
9980,Coenobita brevimanus,Indonesia,2008,0
78,Colobocentrotus (Podophora) atratus,Indonesia,2008,0
417,Colochirus crassus,Indonesia,2008,0
25,Colochirus quadrangularis,Indonesia,2008,0
1256,Colochirus robustus,Indonesia,2008,0
141,Comaster schlegelii,Indonesia,2008,0
365,Condylactis gigantea,Indonesia,2008,0
4660,Conomurex luhuanus,Indonesia,2008,0
120,Coriocella hibyae,Indonesia,2008,0
277,Cribrinopsis crassa,Indonesia,2008,0
278,Cryptodendrum adhaesivum,Indonesia,2008,0
47,Cryptoplax larvaeformis,Indonesia,2008,0
25,Ctenochaetus cyanocheilus,Indonesia,2008,0
150,Ctenochaetus marginatus,Indonesia,2008,0
63,Ctenochaetus truncatus,Indonesia,2008,0
242,Ctenoides scaber,Indonesia,2008,0
435,Cucumaria miniata,Indonesia,2008,0
144,Cyclax spinicinctus,Indonesia,2008,0
202,Cyclocoeloma tuberculata,Indonesia,2008,0
41,Dardanus deformis,Indonesia,2008,0
17638,Dardanus guttatus,Indonesia,2008,0
5753,Dardanus megistos,Indonesia,2008,0
353,Dardanus pedunculatus,Indonesia,2008,0
18,Dasyatis akajei,Indonesia,2008,0
261,Dendronephthya divaricata,Indonesia,2008,0
1014,Diadema antillarum,Indonesia,2008,0
349,Dischistodus pseudochrysopoecilus,Indonesia,2008,0
632,Discosoma nummiforme,Indonesia,2008,0
23261,Dolabella auricularia,Indonesia,2008,0
22040,Dolabrifera dolabrifera,Indonesia,2008,0
122,Echinaster (Echinaster) sepositus,Indonesia,2008,0
1510,Echinaster luzonicus,Indonesia,2008,0
9355,Echinaster purpureus,Indonesia,2008,0
387,Echinometra mathaei,Indonesia,2008,0
34,Echinothrix diadema,Indonesia,2008,0
13,Ecsenius mandibularis,Indonesia,2008,0
61,Ecsenius pulcher,Indonesia,2008,0
519,Ecsenius stictus,Indonesia,2008,0
102,Elacatinus macrodon,Indonesia,2008,0
35,Elacatinus multifasciatus,Indonesia,2008,0
697,Elysia viridis,Indonesia,2008,0
151,Enchelycore anatina,Indonesia,2008,0
1944,Enoplometopus daumi,Indonesia,2008,0
14,Epinephelus amblycephalus,Indonesia,2008,0
20,Epinephelus summana,Indonesia,2008,0
116,Euapta godeffroyi,Indonesia,2008,0
1186,Fromia indica,Indonesia,2008,0
2411,Fromia milleporella,Indonesia,2008,0
3907,Fromia monilis,Indonesia,2008,0
142,Fromia nodosa,Indonesia,2008,0
485,Gibberulus gibberulus,Indonesia,2008,0
276,Gnathophyllum americanum,Indonesia,2008,0
181,Gobiodon ceramensis,Indonesia,2008,0
62,Gobiodon multilineatus,Indonesia,2008,0
117,Gomophia watsoni,Indonesia,2008,0
55,Goniobranchus kuniei,Indonesia,2008,0
302,Grapsus albolineatus,Indonesia,2008,0
177,Gunnellichthys pleurotaenia,Indonesia,2008,0
95,Gymnodoris impudica,Indonesia,2008,0
4085,Gyrostoma helianthus,Indonesia,2008,0
27,Halichoeres chierchiae,Indonesia,2008,0
23,Halichoeres leucoxanthus,Indonesia,2008,0
23,Halichoeres melanotis,Indonesia,2008,0
18,Halichoeres miniatus,Indonesia,2008,0
30,Halichoeres salmofasciatus,Indonesia,2008,0
733,Haliotis asinina,Indonesia,2008,0
15,Haliotis clathrata,Indonesia,2008,0
101,Haliotis tuberculata tuberculata,Indonesia,2008,0
126,Hapalochlaena maculosa,Indonesia,2008,0
81,Heliacus variegatus,Indonesia,2008,0
787,Heliocidaris crassispina,Indonesia,2008,0
3504,Hemicentrotus pulcherrimus,Indonesia,2008,0
84,Hemiscyllium hallstromi,Indonesia,2008,0
9480,Heteractis aurora,Indonesia,2008,0
378,Himerometra robustipinna,Indonesia,2008,0
11,Holacanthus ciliaris,Indonesia,2008,0
30,Holacanthus isabelita,Indonesia,2008,0
28,Hologymnosus rhodonotus,Indonesia,2008,0
368,Holothuria (Halodeima) atra,Indonesia,2008,0
159,Holothuria (Halodeima) edulis,Indonesia,2008,0
458,Holothuria (Mertensiothuria) hilla,Indonesia,2008,0
22,Inimicus sinensis,Indonesia,2008,0
140,Isaurus tuberculatus,Indonesia,2008,0
162,Jorunna funebris,Indonesia,2008,0
67,Leptojulis cyanopleura,Indonesia,2008,0
341,Limaria africana,Indonesia,2008,0
232,Limaria fragilis,Indonesia,2008,0
24,Limaria hians,Indonesia,2008,0
26,Linckia guildingi,Indonesia,2008,0
3115,Linckia multifora,Indonesia,2008,0
45,Liopropoma mowbrayi,Indonesia,2008,0
36,Lissocarcinus orbicularis,Indonesia,2008,0
380,Litophyton arboreum,Indonesia,2008,0
32,Liza vaigiensis,Indonesia,2008,0
1212,Lobophytum pauciflorum,Indonesia,2008,0
26,Lutjanus quinquelineatus,Indonesia,2008,0
41,Lysiosquillina maculata,Indonesia,2008,0
951,Lysmata kuekenthali,Indonesia,2008,0
86,Lysmata rathbunae,Indonesia,2008,0
635,Lysmata seticaudata,Indonesia,2008,0
1080,Lysmata wurdemanni,Indonesia,2008,0
2814,Macrodactyla doreensis,Indonesia,2008,0
337,Manonichthys alleni,Indonesia,2008,0
196,Mastigias papua,Indonesia,2008,0
234,Megalactis hemprichii,Indonesia,2008,0
108,Megalomma lanigera,Indonesia,2008,0
19,Megalomma vesiculosum,Indonesia,2008,0
519,Mictyris longicarpus,Indonesia,2008,0
500,Monetaria annulus,Indonesia,2008,0
139,Monetaria moneta,Indonesia,2008,0
16,Monocentris japonica,Indonesia,2008,0
20,Nannocampus weberi,Indonesia,2008,0
42,Nardoa novaecaledoniae,Indonesia,2008,0
141,Nardoa tuberculata,Indonesia,2008,0
37,Naso annulatus,Indonesia,2008,0
11,Naso brachycentron,Indonesia,2008,0
25,Naso tonganus,Indonesia,2008,0
19,Neoferdina cumingi,Indonesia,2008,0
3470,Neoglyphidodon polyacanthus,Indonesia,2008,0
21,Neoliomera insularis,Indonesia,2008,0
50,Neopomacentrus filamentosus,Indonesia,2008,0
1129,Neopomacentrus taeniurus,Indonesia,2008,0
43,Noumea purpurea,Indonesia,2008,0
168,Octopus chierchiae,Indonesia,2008,0
700,Octopus vulgaris,Indonesia,2008,0
3299,Odontanthias borbonius,Indonesia,2008,0
452,Odontodactylus japonicus,Indonesia,2008,0
268,Opheodesoma australiensis,Indonesia,2008,0
27,Ophidiaster confertus,Indonesia,2008,0
2984,Ophiocoma echinata,Indonesia,2008,0
93,Ophiocoma scolopendrina,Indonesia,2008,0
1821,Ophiolepis superba,Indonesia,2008,0
1986,Ophiomastix annulosa,Indonesia,2008,0
96,Ophiomastix variabilis,Indonesia,2008,0
25,Ophionereis reticulata,Indonesia,2008,0
59,Ophionereis schayeri,Indonesia,2008,0
607,Opistognathus randalli,Indonesia,2008,0
23,Oreaster reticulatus,Indonesia,2008,0
36,Ostorhinchus kiensis,Indonesia,2008,0
40,Ovula ovum,Indonesia,2008,0
25,Pagurus prideaux,Indonesia,2008,0
21,Palinurellus wieneckii,Indonesia,2008,0
52,Palythoa caesia,Indonesia,2008,0
74,Paragobiodon modestus,Indonesia,2008,0
1326,Paramonacanthus japonicus,Indonesia,2008,0
322,Parhippolyte uveae,Indonesia,2008,0
30,Penaeus japonicus,Indonesia,2008,0
647,Pentaceraster alveolatus,Indonesia,2008,0
191,Pentagonaster duebeni,Indonesia,2008,0
49,Pentapodus setosus,Indonesia,2008,0
1772,Percnon gibbesi,Indonesia,2008,0
231,Percnon planissimum,Indonesia,2008,0
802,Periclimenes imperator,Indonesia,2008,0
50,Periclimenes inornatus,Indonesia,2008,0
13,Pervagor aspricaudus,Indonesia,2008,0
242,Phimochirus operculatus,Indonesia,2008,0
22,Pholidochromis cerasina,Indonesia,2008,0
223,Phyllidia elegans,Indonesia,2008,0
304,Phyllidia varicosa,Indonesia,2008,0
57,Phyllorhiza punctata,Indonesia,2008,0
28,Phymanthus muscosus,Indonesia,2008,0
53,Plectorhinchus lessonii,Indonesia,2008,0
1046,Plectranthias altipinnatus,Indonesia,2008,0
12,Plectropomus leopardus,Indonesia,2008,0
1309,Plesiocolochirus australis,Indonesia,2008,0
195,Plesionika grandis,Indonesia,2008,0
71,Pleurobranchus forskalii,Indonesia,2008,0
42,Plococidaris verticillata,Indonesia,2008,0
777,Polinices aurantius,Indonesia,2008,0
198,Polycarpa aurata,Indonesia,2008,0
76,Polyplectana kefersteinii,Indonesia,2008,0
55,Pomacentrus melanochir,Indonesia,2008,0
640,Priolepis cincta,Indonesia,2008,0
72,Prionocidaris baculosa,Indonesia,2008,0
36,Pristiapogon fraenatus,Indonesia,2008,0
511,Protopalythoa grandis,Indonesia,2008,0
1635,Protula bispiralis,Indonesia,2008,0
26,Pseudalutarius nasicornis,Indonesia,2008,0
177,Pseudanthias cooperi,Indonesia,2008,0
45,Pseudocheilinus tetrataenia,Indonesia,2008,0
331,Pseudochromis coccinicauda,Indonesia,2008,0
73,Pseudochromis dutoiti,Indonesia,2008,0
1025,Pseudochromis elongatus,Indonesia,2008,0
35,Pseudochromis luteus,Indonesia,2008,0
291,Pseudochromis viridis,Indonesia,2008,0
31,Pseudocnella insolens,Indonesia,2008,0
273,Pseudocolochirus violaceus,Indonesia,2008,0
21,Pseudocoris bleekeri,Indonesia,2008,0
99,Pseudojuloides severnsi,Indonesia,2008,0
58,Pseudoplesiops typus,Indonesia,2008,0
25,Pteraeolidia ianthina,Indonesia,2008,0
15,Pteragogus pelycus,Indonesia,2008,0
711,Ptereleotris uroditaenia,Indonesia,2008,0
208,Pteroeides caledonicum,Indonesia,2008,0
2047,Purpuradusta fimbriata,Indonesia,2008,0
708,Rhodactis inchoata,Indonesia,2008,0
775,Rhodactis indosinensis,Indonesia,2008,0
15782,Rhynchocinetes durbanensis,Indonesia,2008,0
14,Rhynchostracion nasus,Indonesia,2008,0
126,Ricordea florida,Indonesia,2008,0
678,Ricordea yuma,Indonesia,2008,0
23,Roboastra arika,Indonesia,2008,0
297,Rumphella aggregata,Indonesia,2008,0
33,Sabella fusca,Indonesia,2008,0
1297,Sabella spallanzanii,Indonesia,2008,0
1546,Sabellastarte sanctijosephi,Indonesia,2008,0
34830,Sabellastarte spectabilis,Indonesia,2008,0
1065,Salarias sinuosus,Indonesia,2008,0
74,Sarcophyton ehrenbergi,Indonesia,2008,0
25,Sarcophyton tenuispiculatum,Indonesia,2008,0
33,Sargocentron melanospilos,Indonesia,2008,0
15,Sargocentron rubrum,Indonesia,2008,0
510,Saron inermis,Indonesia,2008,0
571,Saron rectirostris,Indonesia,2008,0
70,Scatophagus argus,Indonesia,2008,0
14,Scorpaenopsis barbata,Indonesia,2008,0
14,Scorpaenopsis neglecta,Indonesia,2008,0
136,Scutus unguis,Indonesia,2008,0
14,Sepia esculenta,Indonesia,2008,0
105,Sepia kobiensis,Indonesia,2008,0
115,Sepia latimanus,Indonesia,2008,0
159,Sepia prashadi,Indonesia,2008,0
166,Serpula vermicularis,Indonesia,2008,0
12,Siganus javus,Indonesia,2008,0
998,Sinularia asterolobata,Indonesia,2008,0
13,Sinularia brassica,Indonesia,2008,0
639,Sinularia flexibilis,Indonesia,2008,0
931,Sinularia mollis,Indonesia,2008,0
895,Sinularia polydactyla,Indonesia,2008,0
47,Siokunichthys nigrolineatus,Indonesia,2008,0
22,Spirobranchus corniculatus,Indonesia,2008,0
50,Stegastes planifrons,Indonesia,2008,0
12,Stegastes variabilis,Indonesia,2008,0
430,Stenopus cyanoscelis,Indonesia,2008,0
81,Stenopus pyrsonotus,Indonesia,2008,0
371,Stenopus scutellatus,Indonesia,2008,0
1529,Stenopus tenuirostris,Indonesia,2008,0
1805,Stenopus zanzibaricus,Indonesia,2008,0
35,Stenorhynchus seticornis,Indonesia,2008,0
825,Stichodactyla haddoni,Indonesia,2008,0
2788,Stichodactyla helianthus,Indonesia,2008,0
261,Stichodactyla mertensii,Indonesia,2008,0
42,Stomatella auricula,Indonesia,2008,0
85,Stomopneustes variolaris,Indonesia,2008,0
79,Stylissa massa,Indonesia,2008,0
149,Stylocheilus longicauda,Indonesia,2008,0
79,Synalpheus charon,Indonesia,2008,0
129,Synaptula lamperti,Indonesia,2008,0
356,Synaptula maculata,Indonesia,2008,0
15,Synchiropus circularis,Indonesia,2008,0
33218,Tectus fenestratus,Indonesia,2008,0
73718,Tectus pyramis,Indonesia,2008,0
93,Terelabrus rubrovittatus,Indonesia,2008,0
466,Thelenota rubralineata,Indonesia,2008,0
15,Toraster tuberculatus,Indonesia,2008,0
67,Toxopneustes pileolus,Indonesia,2008,0
12,Toxotes chatareus,Indonesia,2008,0
14,Trachyrhamphus bicoarctatus,Indonesia,2008,0
650,Trapezia lutea,Indonesia,2008,0
139,Trapezia rufopunctata,Indonesia,2008,0
14,Trapezia tigrina,Indonesia,2008,0
42,Trichonotus nikii,Indonesia,2008,0
6540,Tripneustes gratilla,Indonesia,2008,0
216,Tripneustes ventricosus,Indonesia,2008,0
17,Tripodichthys blochii,Indonesia,2008,0
19279,Trochus histrio,Indonesia,2008,0
285592,Trochus maculatus,Indonesia,2008,0
4655,Trochus radiatus,Indonesia,2008,0
676,Turbo argyrostomus,Indonesia,2008,0
4116,Turbo bruneus,Indonesia,2008,0
1280,Turbo fluctuosus,Indonesia,2008,0
147,Urocaridella antonbruunii,Indonesia,2008,0
64,Valamugil engeli,Indonesia,2008,0
109,Valenciennea randalli,Indonesia,2008,0
51,Xenia elongata,Indonesia,2008,0
238,Xenia umbellata,Indonesia,2008,0
71,Xenojulis margaritaceus,Indonesia,2008,0
787,Zebrida adamsii,Indonesia,2008,0
1880,Zoanthus sociatus,Indonesia,2008,0
1191,Zoramia perlita,Indonesia,2008,0
20,Acanthogobius flavimanus,Indonesia,2009,0
151,Acanthurus thompsoni,Indonesia,2009,0
22,Amblyeleotris latifasciata,Indonesia,2009,0
25,Amblygobius semicinctus,Indonesia,2009,0
99,Amblygobius stethophthalmus,Indonesia,2009,0
38,Aplysia dactylomela,Indonesia,2009,0
11,Apolemichthys xanthopunctatus,Indonesia,2009,0
182,Archamia zosterophora,Indonesia,2009,0
20,Archaster angulatus,Indonesia,2009,0
30,Asterodiscides truncatus,Indonesia,2009,0
1243,Astropecten scoparius,Indonesia,2009,0
1661,Babylonia spirata,Indonesia,2009,0
13,Bohadschia marmorata,Indonesia,2009,0
22,Branchiomma cingulata,Indonesia,2009,0
45,Calappa hepatica,Indonesia,2009,0
300,Canthigaster rivulata,Indonesia,2009,0
19,Carangoides ferdau,Indonesia,2009,0
31,Cerianthus filiformis,Indonesia,2009,0
11,Chaetodon zanzibarensis,Indonesia,2009,0
1617,Chrysiptera glauca,Indonesia,2009,0
478,Cirrhilabrus joanallenae,Indonesia,2009,0
319,Cirrhilabrus naokoae,Indonesia,2009,0
424,Cirrhilabrus walindi,Indonesia,2009,0
26,Cirrhipathes spiralis,Indonesia,2009,0
16,Clypeaster humilis,Indonesia,2009,0
113,Cryptocentrus caeruleomaculatus,Indonesia,2009,0
13,Cryptocentrus inexplicatus,Indonesia,2009,0
286,Dischistodus darwiniensis,Indonesia,2009,0
12,Ecsenius bimaculatus,Indonesia,2009,0
467,Entomacrodus striatus,Indonesia,2009,0
51,Eucidaris tribuloides,Indonesia,2009,0
13,Fistularia commersonii,Indonesia,2009,0
73,Gecarcinus quadratus,Indonesia,2009,0
18,Gnathodentex aureolineatus,Indonesia,2009,0
25,Gobiodon spilophthalmus,Indonesia,2009,0
13,Gymnothorax isingteena,Indonesia,2009,0
438,Halichoeres cosmetus,Indonesia,2009,0
23,Heteroclinus roseus,Indonesia,2009,0
32,Iconaster longimanus,Indonesia,2009,0
13,Lepidozygus tapeinosoma,Indonesia,2009,0
68,Lysmata galapagensis,Indonesia,2009,0
31,Lysmata nilita,Indonesia,2009,0
18,Mitra papalis,Indonesia,2009,0
153,Nardoa frianti,Indonesia,2009,0
200,Nassarius glans,Indonesia,2009,0
54,Nerita undata,Indonesia,2009,0
224,Ostorhinchus aureus,Indonesia,2009,0
20,Ostracion rhinorhynchos,Indonesia,2009,0
24,Parapercis fuscolineata,Indonesia,2009,0
56,Parapterois heterura,Indonesia,2009,0
1119,Parma oligolepis,Indonesia,2009,0
71,Pempheris oualensis,Indonesia,2009,0
32,Pentapodus aureofasciatus,Indonesia,2009,0
23,Pentapodus caninus,Indonesia,2009,0
50,Petrochirus diogenes,Indonesia,2009,0
543,Petrolisthes cinctipes,Indonesia,2009,0
18,Pholidichthys leucotaenia,Indonesia,2009,0
18,Phoxocampus tetrophthalmus,Indonesia,2009,0
13,Phyllidiopsis annae,Indonesia,2009,0
102,Plesiops cephalotaenia,Indonesia,2009,0
80,Pomacentrus philippinus,Indonesia,2009,0
15,Pseudanthias elongatus,Indonesia,2009,0
12,Pseudocoris heteroptera,Indonesia,2009,0
58,Pterocaesio tile,Indonesia,2009,0
30,Ptilosarcus gurneyi,Indonesia,2009,0
350,Rhinoclavis fasciata,Indonesia,2009,0
11,Sarcophyton elegans,Indonesia,2009,0
77,Sarcophyton trocheliophorum,Indonesia,2009,0
41,Sargocentron praslin,Indonesia,2009,0
12,Sargocentron punctatissimum,Indonesia,2009,0
13,Sargocentron spiniferum,Indonesia,2009,0
28,Scorpaenopsis gibbosa,Indonesia,2009,0
70,Scyliorhinus stellaris,Indonesia,2009,0
12,Synaptura commersonnii,Indonesia,2009,0
1053,Tectus niloticus,Indonesia,2009,0
20,Tosia australis,Indonesia,2009,0
474,Turbo castanea,Indonesia,2009,0
45,Uca (Paraleptuca) crassipes,Indonesia,2009,0
111,Amphiprion nigripes,Indonesia,2011,0
93,Apogon notatus,Indonesia,2011,0
14,Aptychotrema rostrata,Indonesia,2011,0
12,Atelomycterus baliensis,Indonesia,2011,0
1193,Babylonia lutosa,Indonesia,2011,0
74,Callionymus delicatulus,Indonesia,2011,0
11,Carangoides armatus,Indonesia,2011,0
18,Carcinoscorpius rotundicauda,Indonesia,2011,0
18,Catostylus mosaicus,Indonesia,2011,0
14,Chanos chanos,Indonesia,2011,0
38,Choeroichthys brachysoma,Indonesia,2011,0
20,Cirrhilabrus randalli,Indonesia,2011,0
683,Cyclichthys orbicularis,Indonesia,2011,0
90,Ecsenius ops,Indonesia,2011,0
53,Ecsenius opsifrontalis,Indonesia,2011,0
225,Eviota bifasciata,Indonesia,2011,0
17,Fowleria aurita,Indonesia,2011,0
20,Gymnothorax prionodon,Indonesia,2011,0
69,Halichoeres timorensis,Indonesia,2011,0
73,Hemiscyllium freycineti,Indonesia,2011,0
92,Heniochus diphreutes,Indonesia,2011,0
51,Heterocentrotus trigonarius,Indonesia,2011,0
16,Heteroxenia elisabethae,Indonesia,2011,0
26,Isis hippuris,Indonesia,2011,0
20,Lutjanus decussatus,Indonesia,2011,0
320,Nardoa rosea,Indonesia,2011,0
39,Neoniphon sammara,Indonesia,2011,0
29,Neopomacentrus anabatoides,Indonesia,2011,0
16,Neopomacentrus xanthurus,Indonesia,2011,0
19,Notarchus indicus,Indonesia,2011,0
216,Ophioderma appressa,Indonesia,2011,0
48,Ophiomastix mixta,Indonesia,2011,0
20,Palaemon pacificus,Indonesia,2011,0
67,Pictichromis dinar,Indonesia,2011,0
21,Protopalythoa variabilis,Indonesia,2011,0
22,Pseudanthias taeniatus,Indonesia,2011,0
27,Pterocaesio marri,Indonesia,2011,0
11,Synanceia horrida,Indonesia,2011,0
1040,Amphiprion clarkii,Israel,2009,0
755,Amphiprion frenatus,Israel,2009,0
110,Amphiprion melanopus,Israel,2009,0
19645,Amphiprion ocellaris,Israel,2009,0
651,Premnas biaculeatus,Israel,2009,0
80,Pseudochromis flavivertex,Israel,2009,0
160,Pseudochromis fridmani,Israel,2009,0
160,Amphiprion percula,Israel,2011,0
20,Amphiprion polymnus,Israel,2011,0
30,Amphiprion sandaracinos,Israel,2011,0
67,Centropyge loricula,Japan,2000,0
11,Ctenochaetus strigosus,Japan,2000,0
123,Zebrasoma flavescens,Japan,2000,0
60,Alticus saliens,Japan,2004,0
26,Anomalops katoptron,Japan,2004,0
12,Dasyatis akajei,Japan,2004,0
216,Enchelycore pardalis,Japan,2004,0
16,Gymnothorax kidako,Japan,2004,0
77,Monocentris japonica,Japan,2004,0
67,Sacura margaritacea,Japan,2004,0
20,Triacanthus biaculeatus,Japan,2004,0
25,Centropyge argi,Japan,2005,0
15,Diodon hystrix,Japan,2005,0
25,Gramma loreto,Japan,2005,0
75,Heteroconger hassi,Japan,2005,0
27,Heterodontus japonicus,Japan,2005,0
12,Opistognathus aurifrons,Japan,2005,0
50,Aeoliscus strigatus,Japan,2008,0
393,Aurelia aurita,Japan,2008,0
135,Catostylus mosaicus,Japan,2008,0
67,Centropyge interrupta,Japan,2008,0
47,Chaetodon daedalma,Japan,2008,0
53,Chrysaora melanaster,Japan,2008,0
25,Cirrhitichthys aureus,Japan,2008,0
45,Mastigias papua,Japan,2008,0
48,Microcanthus strigatus,Japan,2008,0
19,Oplegnathus fasciatus,Japan,2008,0
903,Parapriacanthus ransonneti,Japan,2008,0
20,Periophthalmus argentilineatus,Japan,2008,0
14,Pterogobius elapoides,Japan,2008,0
43,Rudarius ercodes,Japan,2008,0
12,Zalanthias kelloggi,Japan,2008,0
34,Zoramia leptacantha,Japan,2008,0
30,Andamia tetradactylus,Japan,2009,0
14,Cheilodactylus zonatus,Japan,2009,0
12,Dictyosoma burgeri,Japan,2009,0
60,Euprymna morsei,Japan,2009,0
47,Eviota bifasciata,Japan,2009,0
30,Macroramphosus scolopax,Japan,2009,0
20,Odontanthias borbonius,Japan,2009,0
11,Okamejei kenojei,Japan,2009,0
42,Olindias formosus,Japan,2009,0
39,Omobranchus elegans,Japan,2009,0
40,Opistognathus rosenblatti,Japan,2009,0
20,Ostorhinchus cyanosoma,Japan,2009,0
16,Parablennius yatabei,Japan,2009,0
105,Paracentropogon rubripinnis,Japan,2009,0
18,Parapercis pulchella,Japan,2009,0
12,Parioglossus nudus,Japan,2009,0
14,Pseudoblennius percoides,Japan,2009,0
13,Pseudolabrus japonicus,Japan,2009,0
12,Pteragogus aurigarius,Japan,2009,0
171,Pterogobius zonoleucus,Japan,2009,0
11,Thalassoma cupido,Japan,2009,0
